date,day,day_of_week,month_name,quarter,year,start_of_year,start_of_monthj,start_of_quarter,start_of_week
00:00.0,17,Wednesday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Thursday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Friday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Saturday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Sunday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Monday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Tuesday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Wednesday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Thursday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Friday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Saturday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Sunday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Monday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Tuesday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Wednesday,Jul,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Thursday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Friday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Saturday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Sunday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Monday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Tuesday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Wednesday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Thursday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Friday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Saturday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Sunday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Monday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Tuesday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Wednesday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Thursday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Friday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Saturday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Sunday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Monday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Tuesday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Wednesday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Thursday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Friday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Saturday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Sunday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Monday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Tuesday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Wednesday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Thursday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Friday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Saturday,Aug,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Sunday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Monday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Tuesday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Wednesday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Thursday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Friday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Saturday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Sunday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Monday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Tuesday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Wednesday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Thursday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Friday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Saturday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Sunday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Monday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Tuesday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Wednesday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Thursday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Friday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Saturday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Sunday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Monday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Tuesday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Wednesday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Thursday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Friday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Saturday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Sunday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Monday,Sep,3,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Tuesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Wednesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Thursday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Friday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Saturday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Sunday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Monday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Tuesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Wednesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Thursday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Friday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Saturday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Sunday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Monday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Tuesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Wednesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Thursday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Friday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Saturday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Sunday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Monday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Tuesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Wednesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Thursday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Friday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Saturday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Sunday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Monday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Tuesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Wednesday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Thursday,Oct,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Friday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Saturday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Sunday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Monday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Tuesday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Wednesday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Thursday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Friday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Saturday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Sunday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Monday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Tuesday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Wednesday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Thursday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Friday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Saturday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Sunday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Monday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Tuesday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Wednesday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Thursday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Friday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Saturday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Sunday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Monday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Tuesday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Wednesday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Thursday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Friday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Saturday,Nov,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Sunday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Monday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Tuesday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Wednesday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Thursday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Friday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Saturday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Sunday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Monday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Tuesday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Wednesday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Thursday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Friday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Saturday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Sunday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Monday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Tuesday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Wednesday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Thursday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Friday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Saturday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Sunday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Monday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Tuesday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Wednesday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Thursday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Friday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Saturday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Sunday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Monday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Tuesday,Dec,4,2013,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Wednesday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Thursday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Friday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Saturday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Sunday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Monday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Tuesday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Wednesday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Thursday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Friday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Saturday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Sunday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Monday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Tuesday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Wednesday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Thursday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Friday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Saturday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Sunday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Monday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Tuesday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Wednesday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Thursday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Friday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Saturday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Sunday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Monday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Tuesday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Wednesday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Thursday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Friday,Jan,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Saturday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Sunday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Monday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Tuesday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Wednesday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Thursday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Friday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Saturday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Sunday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Monday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Tuesday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Wednesday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Thursday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Friday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Saturday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Sunday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Monday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Tuesday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Wednesday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Thursday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Friday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Saturday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Sunday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Monday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Tuesday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Wednesday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Thursday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Friday,Feb,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Saturday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Sunday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Monday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Tuesday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Wednesday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Thursday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Friday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Saturday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Sunday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Monday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Tuesday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Wednesday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Thursday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Friday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Saturday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Sunday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Monday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Tuesday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Wednesday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Thursday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Friday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Saturday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Sunday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Monday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Tuesday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Wednesday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Thursday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Friday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Saturday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Sunday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Monday,Mar,1,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Tuesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Wednesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Thursday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Friday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Saturday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Sunday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Monday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Tuesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Wednesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Thursday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Friday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Saturday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Sunday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Monday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Tuesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Wednesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Thursday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Friday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Saturday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Sunday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Monday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Tuesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Wednesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Thursday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Friday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Saturday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Sunday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Monday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Tuesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Wednesday,Apr,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Thursday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Friday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Saturday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Sunday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Monday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Tuesday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Wednesday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Thursday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Friday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Saturday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Sunday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Monday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Tuesday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Wednesday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Thursday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Friday,May,2,2014,00:00.0,00:00.0,00:00.0,00:00.0
